Name,Course_title,Course_name,Session,Class_Number,Career,Units,Grading,Description,Enrollment_Requirements,Add_Consent,Instructor,Meets,Dates,Room,Instruction_Mode,Campus,Location,Components,Status
Section: BRC-RCT (17213)  Session: Regular Academic Session Days/Times: Fr 2:00pm - 3:15pm Dates: 01/27/2020 - 05/11/2020 Instructor: Chen Li Status: Closed This is a combined section class,MA-UY 4204 - BRC,Ordinary Diff Equations,Regular Academic Session,17213,Undergraduate,0 units,Ugrd Tandon Graded,"A first course in ordinary differential equations, including analytical solution methods, elementary numerical methods, and modeling. Topics to be covered include: first-order equations including integrating factors; second-order equations including variation of parameters; series solutions; elementary numerical methods including Euler's methods, Runge-Kutta methods, and error analysis; Laplace transforms; systems of linear equations; boundary-value problems. Restricted to Tandon math majors and students with a permission code from the math department. Fulfills ordinary differential equations requirement for the BS Math degree.  | Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044 or MA-UY 3054 or MA-UY 3113).  Note: Not open to students who have taken MA-UY 2034.",None,"MA-UY 4204 Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044 or MA-UY 3054 or MA-UY 3113), Anti-Requisites: MA-UY 2034",Chen Li,Fr 2:00PM - 3:15PM,Bldg:SILV  Room:208 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: B-LEC (17378)  Session: Regular Academic Session Days/Times: MoWe 2:00pm - 3:15pm Dates: 01/27/2020 - 05/11/2020 Instructor: Jonathan Quincy Weare Status: Closed This is a combined section class,MA-UY 3014 - B,APPLIED PROBABILITY,Regular Academic Session,17378,Undergraduate,4 units,Ugrd Tandon Graded,"An introduction to the mathematical treatment of random phenomena

occurring in the natural, physical, and social sciences. Axioms of mathematical probability, combinatorial analysis, binomial distribution, Poisson and normal approximation, random variables and probability distributions, generating functions, the Central Limit Theorem and Laws of Large Numbers, Markov Chains, and basic stochastic processes. Note: Not open to students who have taken MA-UY 2224, MA-UY 2233, ECE-UY 2233 or MA-UY 3022 | Prerequisite: A grade of C or better in MA-UY 2114 and (MA-UY 2034 or MA-UY 3034 or MA-UY 3044 or MA-UY 3054).",None,"MA-UY 3014 Prerequisite: A grade of C or better in MA-UY 2114 and (MA-UY 2034 or MA-UY 3034 or MA-UY 3044 or MA-UY 3054).  Anti-Requisites: MA-UY 2224, MA-UY 2233, MA-UY 3022, MA-UY 2414 or MA-UY 2054",Jonathan Quincy Weare,MoWe 2:00PM - 3:15PM,Bldg:CIWW  Room:1302 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: B-LEC (16996)  Session: Regular Academic Session Days/Times: MoWe 10:30am - 12:20pm Dates: 01/27/2020 - 05/11/2020 Instructor: Luciano Manuel Medina Status: Open,MA-UY 2114 - B,Calculus III: Multi-Dimensional Calculus,Regular Academic Session,16996,Undergraduate,4 units,Ugrd Tandon Graded,"Vectors in the plane and space. Partial derivatives with applications, especially Lagrange multipliers. Double and triple integrals. Spherical and cylindrical coordinates. Surface and line integrals. Divergence, gradient, and curl. Theorems of Gauss and Stokes. | Prerequisite: MA-UY 1124 or MA-UY 1424 or MA-UY 1132.",None,"MA-UY 2114 Prerequisite: MA-UY 1124, MA-UY 1424, or MA-UY 1132",Luciano Medina,MoWe 10:30AM - 12:20PM,"Rogers Hall, Rm 325 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
Section: B-LEC (17212)  Session: Regular Academic Session Days/Times: MoWe 2:00pm - 3:15pm Dates: 01/27/2020 - 05/11/2020 Instructor: Alexander Mogilner Status: Closed This is a combined section class,MA-UY 4204 - B,Ordinary Diff Equations,Regular Academic Session,17212,Undergraduate,4 units,Ugrd Tandon Graded,"A first course in ordinary differential equations, including analytical solution methods, elementary numerical methods, and modeling. Topics to be covered include: first-order equations including integrating factors; second-order equations including variation of parameters; series solutions; elementary numerical methods including Euler's methods, Runge-Kutta methods, and error analysis; Laplace transforms; systems of linear equations; boundary-value problems. Restricted to Tandon math majors and students with a permission code from the math department. Fulfills ordinary differential equations requirement for the BS Math degree.  | Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044 or MA-UY 3054 or MA-UY 3113).  Note: Not open to students who have taken MA-UY 2034.",None,"MA-UY 4204 Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044 or MA-UY 3054 or MA-UY 3113), Anti-Requisites: MA-UY 2034",Alexander Mogilner,MoWe 2:00PM - 3:15PM,Bldg:CIWW  Room:102 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: A-RSC (16667)  Session: Regular Academic Session Days/Times: TBA Dates: 01/27/2020 - 05/11/2020 Instructor: Staff Status: Open,MA-UY 4993 - A,Thesis for Bachelor of Science Degree,Regular Academic Session,16667,Undergraduate,3 units,Ugrd Tandon Graded,"This course provides the framework for a bachelorâ€™s thesis. In the Bachelorâ€™s thesis, a student reports on an independent investigation of a topic in Mathematics that demonstrates an in-depth knowledge of that area of Mathematics and proficiency in using its specific methods. | Prerequisite: Departmental adviserâ€™s approval.",None,Department Consent Required,Staff,TBA,No Room Required Loc: Brooklyn Campus,01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Research Required,Open
Section: B-LEC (17208)  Session: Regular Academic Session Days/Times: MoWe 12:30pm - 1:45pm Dates: 01/27/2020 - 05/11/2020 Instructor: Yury Ustinovskiy Status: Closed This is a combined section class,MA-UY 4044 - B,Algebra,Regular Academic Session,17208,Undergraduate,4 units,Ugrd Tandon Graded,"Introduction to abstract algebraic structures, including groups, rings, and fields. Sets and relations. Congruences and unique factorization of integers. Groups, permutation groups, homomorphisms and quotient groups. Rings and quotient rings, Euclidean rings, polynomial rings. Fields, finite extensions. | Prerequisites:  C or better in MA-UY 4614 and (MA-UY 3113, MA-UY 3044 or MA-UY 3054) ; or instructor permission.  Note: Cannot receive credit for both MA-UY 4044 and MA-UY 4054.",None,"MA-UY 4044 Prerequisites:  C or better in MA-UY 4614 and (MA-UY 3113, MA-UY 3044 or MA-UY 3054); or instructor permission",Yury Ustinovskiy,MoWe 12:30PM - 1:45PM,Bldg:CIWW  Room:317 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: ARC-RCT (17225)  Session: Regular Academic Session Days/Times: Mo 8:00am - 9:15am Dates: 01/27/2020 - 05/11/2020 Instructor: Kai Shao Status: Open This is a combined section class,MA-UY 4674 - ARC,Differential Geometry,Regular Academic Session,17225,Undergraduate,0 units,Ugrd Tandon Graded,"The differential properties of curves and surfaces. Introduction to manifolds and Riemannian geometry. | Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044, MA-UY 3054 or MA-UY 3113).",None,"MA-UY 4674 Prerequisites: C or better in MA-UY 2114 and (MA-UY 3044, MA-UY 3054 or MA-UY 3113)",Kai Shao,Mo 8:00AM - 9:15AM,Bldg:CIWW  Room:101 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: B-LEC (17293)  Session: Regular Academic Session Days/Times: MoWe 12:30pm - 2:20pm Dates: 01/27/2020 - 05/11/2020 Instructor: Brennan Sprinkle Status: Closed This is a combined section class,MA-UY 3044 - B,Linear Algebra,Regular Academic Session,17293,Undergraduate,4 units,Ugrd Tandon Graded,"Systems of linear equations, Gaussian elimination, matrices, determinants, Cramer's rule. Vectors, vector spaces, basis and dimension, linear transformations. Eigenvalues, eigenvectors, and quadratic forms. Restricted to Tandon math and CS majors and students with a permission code from the math department. Fulfills linear algebra requirement for the BS Math and BS CS degrees.  Note: Not open to students who have already taken MA-UY 1533, MA-UY 2034, MA-UY 3113 or MA-UY 3054. | Prerequisite: C or better in MA-UY 1024 or MA-UY 1324 or MA-UY 1022",None,"MA-UY 3044 Prerequisites: A grade of C or better in MA-UY 1024 or MA-UY 1324 or MA-UY 1022, Anti-Requisites: MA-UY 2034 or MA-UY 3054",Brennan Sprinkle,MoWe 12:30PM - 2:20PM,Bldg:194M  Room:305 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,Lecture Required,Open
Section: REC2-RCT (17006)  Session: Regular Academic Session Days/Times: Th 11:00am - 11:50am Dates: 01/27/2020 - 05/11/2020 Instructor: Yuhong Yu Status: Closed,MA-UY 2314 - REC2,Discrete Mathematics,Regular Academic Session,17006,Undergraduate,0 units,Ugrd Tandon Graded,"Logic, proofs, set theory, functions, relations, asymptotic notation, recurrences, modeling computation, graph theory. | Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) | Prerequisite for Shanghai students: MATH-SHU 110. Note: This course and CS-GY 6003 cannot both be taken for credit. Co-requisite: EX-UY 2",None,MA-UY 2314 Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) and Co-requisite: EX-UY 2 | Prerequisite for Shanghai students: MATH-SHU 110 and Co-requisite: EX-UY 2,Yuhong Yu,Th 11:00AM - 11:50AM,2 MetroTechCtr Rm 812 Loc: Brooklyn Campus,01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,"Lecture Required, Recitation Required",Open
Section: B-LEC (16762)  Session: Regular Academic Session Days/Times: TuTh 11:00am - 12:15pm Dates: 01/27/2020 - 05/11/2020 Instructor: Michael J Shelley Status: Closed This is a combined section class,MA-UY 4424 - B,NUMERICAL ANALYSIS,Regular Academic Session,16762,Undergraduate,4 units,Ugrd Tandon Graded,"In numerical analysis one explores how mathematical problems can be analyzed and solved with a computer. As such, numerical analysis has very broad applications in mathematics, physics, engineering, finance, and the life sciences. This course gives an introduction to this subject for mathematics majors. Theory and practical examples using Matlab will be combined to study a range of topics ranging from simple root-finding procedures to differential equations and the finite element method. | Prerequisites: A grade of C or better in MA-UY 2114 and (MA-UY 3034 or MA-UY 3044 or MA-UY 3054 or MA-UY 3113)",None,Prerequisites: A grade of C or better in MA-UY 2114 and (MA-UY 3034 or MA-UY 3044 or MA-UY 3054 or MA-UY 3113),Michael J Shelley,TuTh 11:00AM - 12:15PM,Bldg:CIWW  Room:201 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: ARC-RCT (17215)  Session: Regular Academic Session Days/Times: Fr 9:30am - 10:45am Dates: 01/27/2020 - 05/11/2020 Instructor: Wenjun Zhao Status: Closed This is a combined section class,MA-UY 4444 - ARC,Intro to Math Modeling,Regular Academic Session,17215,Undergraduate,0 units,Ugrd Tandon Graded,"Formulation and analysis of mathematical models. Mathematical tools include dimensional analysis, optimization, simulation, probability, and elementary differential equations. Applications to biology, sports, economics, and other areas of science. The necessary mathematical and scientific background will be developed as needed. Students participate in formulating models as well as in analyzing them. | Prerequisites: C or better in MA-UY 2114 Note: Not open to students who have taken MA-UY 2393.",None,MA-UY 4444 Prerequisites: C or better in MA-UY 2114,Wenjun Zhao,Fr 9:30AM - 10:45AM,Bldg:CIWW  Room:101 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: A-LEC (17380)  Session: Regular Academic Session Days/Times: TuTh 12:30pm - 1:45pm Dates: 01/27/2020 - 05/11/2020 Instructor: Andrew Giuliani Status: Closed This is a combined section class,MA-UY 4424 - A,NUMERICAL ANALYSIS,Regular Academic Session,17380,Undergraduate,4 units,Ugrd Tandon Graded,"In numerical analysis one explores how mathematical problems can be analyzed and solved with a computer. As such, numerical analysis has very broad applications in mathematics, physics, engineering, finance, and the life sciences. This course gives an introduction to this subject for mathematics majors. Theory and practical examples using Matlab will be combined to study a range of topics ranging from simple root-finding procedures to differential equations and the finite element method. | Prerequisites: A grade of C or better in MA-UY 2114 and (MA-UY 3034 or MA-UY 3044 or MA-UY 3054 or MA-UY 3113)",None,Prerequisites: A grade of C or better in MA-UY 2114 and (MA-UY 3034 or MA-UY 3044 or MA-UY 3054 or MA-UY 3113),Andrew Giuliani,TuTh 12:30PM - 1:45PM,Bldg:CIWW  Room:102 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: A-LEC (16992)  Session: Regular Academic Session Days/Times: TuTh 9:00am - 10:50am Dates: 01/27/2020 - 05/11/2020 Instructor: Joseph F Esposito Status: Open,MA-UY 2034 - A,Linear Algebra and Differential Equations,Regular Academic Session,16992,Undergraduate,4 units,Ugrd Tandon Graded,"MA-UY 2034 is an introduction to ordinary differential equations and linear algebra. The course develops the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that are widely used in modern engineering and science. Linear algebra is used as a tool for solving systems of linear equations as well as for understanding the structure of solutions to linear (systems) of differential equations. Topics covered include the fundamental concepts of linear algebra such as Gaussian elimination, matrix theory, linear transformations, vector spaces, subspaces, basis, eigenvectors, eigenvalues and the diagonalization of matrices, as well as the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that commonly appear in modern engineering and science. | Prerequisite: MA-UY 1124, MA-UY 1424 or MA-UY 1132. Note: Not open to students who have taken MA-UY 3044 or MA-UY 3054 or MA-UY 3083 or MA-UY 4204.",None,"MA-UY 2034 Prerequisite: MA-UY 1124, MA-UY 1424, or MA-UY 1132, Anti-Requisite: MA-UY 3044 or MA-UY 3054 or MA-UY 4204",Joseph Esposito,TuTh 9:00AM - 10:50AM,"Rogers Hall, Rm 204 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,"Lecture Required, Recitation Required",Open
Section: A-LEC (17279)  Session: Regular Academic Session Days/Times: MoWe 11:00am - 12:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Sylvia L Serfaty Status: Open This is a combined section class,MA-UY 3054 - A,Honors Linear Algebra,Regular Academic Session,17279,Undergraduate,4 units,Ugrd Tandon Graded,"This honors section of Linear Algebra is intended for well-prepared students who have already developed some mathematical maturity. Its scope will include the usual Linear Algebra (MA-UY 3044) syllabus; however, this class will move faster, covering additional topics and going deeper. Vector spaces, linear dependence, basis and dimension, matrices, determinants, solving linear equations, eigenvalues and eigenvectors, quadratic forms, applications such as optimization or linear regression. Note: Not open to students who have already taken MA-UY 1533, MA-UY 2034, MA-UY 3044 or MA-UY 3113.  | Prerequisites: A- or better in MA-UY 1024 or MA-UY 1324 or MA-UY 1022",None,Department Consent Required,Sylvia L Serfaty,Bldg:CIWW  Room:512 Loc: Washington Square,MoWe 11:00AM - 12:50PM,01/27/2020 - 05/11/2020,In-Person,Lecture Required,Washington Square,Lecture Required,Open
